Water samples are reported as mg/L of water, while sediment samples are reported as mg/kg of 
                    sediment (wet weight). Results of bacteria cultures are reported as CFU (colony-forming units)/100mls
                     of liquid sample or as MPN (most probable number)/g of thick or solid samples.
Note: ORG/100 ml = CFU/100 ml
These data include samples collected during both baseflow and wet weather/storm flow events.
Chlorophyll a - The laboratory changed analysis methods in July 1996. This method change resulted 
                    in a 14 percent increase in chlorophyll values due to improved extraction. Values reported prior to 
                    July 1996 can be adjusted by increasing them 14 percent for comparison with more recent data.
Total Phosphorus Note: The KCEL changed the TP analysis method in July 1998 and again in Jan 2007.
                    These changes resulted in a bias towards lower TP values reported. For comparisons with historical 
                    data, values reported after July 1, 1998 may be multiplied by a factor of 1.262. (R2 = 0.989)
Lake Washington-0832
CollectDate,SampleNum,Depth (m),Ammmonia Nitrogen (mg/L),Ammmonia Nitrogen Qualifier*,AN MDL (mg/L),Conductivity (µmhos/cm),Cond Qualifier*,Cond MDL (µmhos/cm),Dissolved Oxygen (mg/L),DO Qualifier*,DO MDL (mg/L),Ecoli,Ecoli Qualifier*,Fecal Coliform (CFU/100ml),Fecal Coliform Qualifier*,Nitrate Nitrite (mg/L),Nitrate Nitrite Qualifier*,Nitrate Nitrite MDL (mg/L),Orthophosphate Phosphate (mg/L),OP Qualifier*,OP MDL (mg/L),pH,pH Qualifier*,Temperature (°C),Temperature Qualifier*,Total Nitrogen (mg/L),TN Qualifier*,TN MDL (mg/L),Total Phosphorus (mg/L),TP Qualifier*,TP MDL (mg/L),Total Alkalinity (mg/L),Total Alkalinity Qualifier*,Total Alkalinity MDL (mg/L),
01/05/1994,L2702-14,1.0,0.020,<MDL      ,0.020,96.0,,,9.68,,,,,31,,0.160,,0.050,0.0140,,0.0020,7.5,,7.5,,0.290,,0.050,0.0800,,0.005,39.0,,0.2,
02/15/1994,L2932-14,1.0,0.020,<MDL      ,0.020,97.1,,,11.59,,,,,32,,0.200,,0.050,0.0110,,0.0020,7.6,,6.7,,0.360,,0.050,0.0120,,0.005,,,,
03/07/1994,L3132-13,1.0,0.020,<MDL      ,0.020,90.7,,,,,,,,1,,0.270,,0.050,0.0100,,0.0020,7.5,,7.7,,0.350,,0.050,0.0270,,0.005,,,,
03/21/1994,L3277-13,1.0,0.020,<MDL      ,0.020,95.5,,,5.71,,,,,40,,0.240,,0.050,0.0080,,0.0020,7.7,,7.5,,0.420,,0.050,0.0210,,0.005,,,,
04/04/1994,L3375-13,1.0,0.020,<MDL      ,0.020,94.9,,,12.70,,,,,12,,0.096,<RDL      ,0.050,0.0049,<RDL      ,0.0020,8.7,,10.2,,0.292,,0.050,0.0210,,0.005,,,,
04/18/1994,L3497-13,1.0,0.020,<MDL      ,0.020,102.6,,,12.23,,,,,4,,0.126,,0.050,0.0020,<RDL      ,0.0020,8.5,,12.0,,0.348,,0.050,0.0190,,0.005,,,,
05/02/1994,L3607-14,1.0,0.020,<MDL      ,0.020,102.8,,,11.70,,,,,2,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.8,,13.6,,0.182,,0.050,0.0180,,0.005,38.0,,0.2,
05/23/1994,L3766-14,1.0,0.020,<MDL      ,0.020,107.3,,,11.25,,,,,9,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.8,,17.1,,0.513,,0.050,0.0160,,0.005,,,,
06/06/1994,L3852-14,1.0,0.020,<MDL      ,0.020,102.0,,,8.31,,,,,30,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.5,,16.6,,0.196,,0.050,0.0160,,0.005,,,,
07/05/1994,L4013-14,1.0,0.020,<MDL      ,0.020,109.2,,,5.37,,,,,15,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.1,,18.3,,0.243,,0.050,0.0160,,0.005,42.0,,0.2,
08/04/1994,L4191-14,1.0,0.020,<MDL      ,0.020,109.1,,,8.47,,,,,13,,0.050,<MDL      ,0.050,0.0022,<RDL      ,0.0020,8.2,,23.0,,0.335,,0.050,0.0190,,0.005,,,,
09/06/1994,L4440-14,1.0,0.020,<MDL      ,0.020,99.3,,,8.93,,,,,2,,0.050,<MDL      ,0.050,0.0023,<RDL      ,0.0020,8.1,,21.4,,0.193,,0.050,0.0150,,0.005,,,,
10/03/1994,L4645-14,1.0,0.020,<MDL      ,0.020,105.5,,,8.85,,,,,4,,0.050,<MDL      ,0.050,0.0020,<RDL      ,0.0020,7.8,,19.1,,0.183,,0.050,0.0120,,0.005,42.0,,0.2,
11/02/1994,L4816-14,1.0,0.020,<MDL      ,0.020,101.8,,,9.16,,,,,9,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,7.3,,12.9,,0.243,,0.050,0.0330,,0.005,,,,
12/05/1994,L4992-14,1.0,0.020,<MDL      ,0.020,104.1,,,9.70,,,,,15,,0.156,,0.050,0.0108,,0.0020,7.2,,8.1,,0.311,,0.050,0.0230,,0.005,,,,
01/19/1995,L5229-14,1.0,0.020,<MDL      ,0.020,88.1,,,10.83,,,,,16,,0.234,,0.050,0.0171,,0.0020,7.5,,6.9,,0.371,,0.050,0.0240,,0.005,39.0,,0.2,
02/06/1995,L5377-19,1.0,0.020,<MDL      ,0.020,118.6,,,10.87,,,,,27,,0.365,,0.050,0.0183,,0.0020,7.2,,8.1,,0.626,,0.050,0.0440,,0.005,,,,
03/06/1995,L5573-19,Composite,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
03/06/1995,L5573-19,1.0,0.020,<MDL      ,0.020,92.4,,,12.01,,,,,,,0.208,,0.050,0.0061,,0.0020,7.7,,7.1,,0.415,,0.050,0.0270,,0.005,,,,
03/20/1995,L5710-21,1.0,0.020,<MDL      ,0.020,90.0,,,12.23,,,,,8,,0.217,,0.050,0.0020,<MDL      ,0.0020,7.8,,8.4,,0.446,,0.050,0.0240,,0.005,,,,
04/03/1995,L5779-24,1.0,0.020,<MDL      ,0.020,99.1,,,12.74,,,,,15,,0.063,<RDL      ,0.050,0.0020,<MDL      ,0.0020,8.7,,11.3,,0.473,,0.050,0.0320,,0.005,41.0,,0.2,
04/17/1995,L5914-21,1.0,0.020,<MDL      ,0.020,104.9,,,9.94,,,,,8,,0.114,,0.050,0.0020,<MDL      ,0.0020,8.5,,10.0,,0.311,,0.050,0.0210,,0.005,,,,
04/17/1995,L5914-55,3.0,,,,105.7,,,11.29,,,,,,,,,,,,,8.5,,9.9,,,,,,,,,,,
05/01/1995,L5986-24,1.0,0.020,<MDL      ,0.020,94.9,,,0.00,,,,,11,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,9.0,,14.1,,0.269,,0.050,0.0207,,0.005,,,,
05/01/1995,L5986-71,2.3,,,,92.5,,,0.53,,,,,,,,,,,,,9.2,,12.8,,,,,,,,,,,
05/15/1995,L6093-22,1.0,0.020,<MDL      ,0.020,95.2,,,0.00,,,,,2,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.8,,15.5,,0.221,,0.050,0.0163,,0.005,,,,
06/06/1995,L6253-24,1.0,0.020,<MDL      ,0.020,99.0,,,1.88,,,,,25,,0.050,<MDL      ,0.050,0.0020,<MDL      ,0.0020,8.5,,19.3,,0.258,,0.050,0.0162,,0.005,,,,
